measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2011,217250.1105531197,232011.52135102896,199778.6434249647
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2011,349680.8448015504,381263.9885839444,317781.1618724336
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2011,0.7728260331526978,0.7873661207236596,0.7581988590333752
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2011,0.8828564797389682,0.90229432658543,0.8652572234365555
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2011,0.41775308776897,0.4382073203464786,0.39943735958227117
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2011,0.6723272448273441,0.7209151619262028,0.6300460430074719
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2015,973948.4930533225,1037704.9491119158,910847.7893254758
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2015,1116561.1668333723,1191274.7310816352,1044016.9435828251
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2015,231727.24261331846,248463.1147164904,211684.4881387315
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2015,378788.1523491279,418304.5407855549,341542.7268808148
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2015,0.7671238320702908,0.7823815265753975,0.7522594232110315
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2015,0.879459525229315,0.8993863561134248,0.8611195205723553
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2015,0.40577755438005314,0.42638736556531326,0.38560316695786034
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2015,0.6631893780214385,0.7135210984644861,0.6197616077829831
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2013,940806.5089111251,996397.3076406142,884070.8493421342
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2013,1077152.496211905,1140236.4971761769,1011485.6012610632
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2013,224557.31934213015,239227.3197925638,205444.32372992462
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2013,363265.4040174164,398068.9000753334,329288.47980252694
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2013,0.7696506509534861,0.7846011818054686,0.7552546653535095
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2013,0.8812082109916205,0.9008807198491007,0.8632378630978402
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2013,0.4131495588305864,0.43225947148895943,0.3944837391746231
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2013,0.6682692955608798,0.7183128429670507,0.6255022713787295
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2019,1056287.9227087868,1166302.5891410627,952384.1656371348
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,1212963.9071257177,1328634.019522518,1097191.5972168169
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2019,255433.18926870663,277099.0221444368,230214.57133785373
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,427172.82852885366,481199.34645686107,375702.2442408625
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2019,0.7619564011264751,0.7776999033243416,0.7458338128827687
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2019,0.8750570046219043,0.8959779946220036,0.8565073148984541
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2019,0.3892816704518118,0.4092856522578694,0.3671158536960464
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2019,0.6507247784372536,0.7012361704573459,0.6045784722398737
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2017,1005788.1807601585,1090770.7980551978,925069.7852774749
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2017,1153282.2655992052,1249893.0473498064,1059161.967453135
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2017,240548.21171646923,259166.51223698806,217252.50372693164
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2017,396661.1158318376,442725.8101710066,352489.1609364582
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2017,0.7645469101834133,0.7804648618794835,0.7496354808061784
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2017,0.8766920820450448,0.8971981445509429,0.8581026352691987
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2017,0.397435035479538,0.41739117315389224,0.3767257019593762
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2017,0.6551888680278776,0.705360923615472,0.6101616258472439
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2016,990533.9027084671,1066176.4895604795,918892.9194550865
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2016,1135608.9902495425,1226317.642679209,1057026.0978738673
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2016,235586.07776494767,252559.96198714132,216323.3772547692
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2016,386389.2024171252,426628.0013392067,347288.124776778
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2016,0.7659328946006381,0.7808835967507154,0.7509544492359336
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2016,0.8781395599018428,0.8986779165484791,0.8598475970013634
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Percent,2016,0.40210100891915956,0.4220029315092927,0.38226850335118046
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Percent,2016,0.6593561654883635,0.7096470185990582,0.6156396459019614
