measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2006,33480.80413,46919.29817,21823.65036
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2006,18783.74773,36028.11078,3768.520088
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2006,216896.8207,232757.7332,200168.5087
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2006,195530.7523,207206.4431,181532.2527
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2006,32612.17978,48175.27271,19653.40369
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2006,34431.00597,80092.47499,6562.145481
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2006,19137.45287,28470.3945,5717.624053
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2006,19137.45287,28470.3945,5717.624053
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2006,130964.4803,157213.9058,107138.2686
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2006,88048.09255,108811.9759,66640.85562
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,1995,176201.1222,219542.6914,132907.1812
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,1995,104556.0886,139661.9853,72684.73763
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,1995,71645.03355,101010.7249,46949.86056
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,1995,39472.0649,74996.76076,7681.647833
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,1995,704397.9938,733697.1316,676473.2497
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,1995,695568.9356,723592.0738,667513.7367
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,1995,44402.68395,65443.12997,26826.21287
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,1995,57346.41185,137038.718,9422.832447
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,1995,39201.04651,57990.40329,12568.36199
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,1995,39201.04651,57990.40329,12568.36199
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,1995,338982.6273,394231.7694,279520.3452
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,1995,176201.1222,219542.6914,132907.1812
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,1995,64710.26957,81220.48923,48829.07863
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,1995,33568.72229,45803.78642,22491.97457
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,1995,31141.54728,42243.4838,21310.5236
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,1995,13640.37841,26408.57488,2666.942359
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,1995,159724.6202,170937.8948,148682.1451
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,1995,143731.1059,152309.1964,134696.4806
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,1995,24822.41139,36449.01489,15112.50661
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,1995,20068.02764,47689.41219,3672.780304
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,1995,14698.59258,21896.37399,4799.225999
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,1995,14698.59258,21896.37399,4799.225999
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,1995,95551.43939,114101.9182,77510.78075
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,1995,64710.26957,81220.48923,48829.07863
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2000,190784.2006,236172.4039,145745.0584
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2000,119711.4682,156823.1713,83875.39894
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2000,71072.73242,102666.8933,44811.91972
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2000,41200.19449,79161.02215,8183.08656
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2000,752350.9727,783061.1238,724312.1508
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2000,743048.5673,773964.0115,714868.9963
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2000,46098.04312,68230.95833,27553.89625
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2000,66497.21421,156913.2793,11118.93954
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2000,41189.05818,61164.0445,12934.31056
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2000,41189.05818,61164.0445,12934.31056
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2000,361388.3007,420601.2522,301250.0639
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2000,190784.2006,236172.4039,145745.0584
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2000,75007.15468,93579.38871,55757.30369
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2000,42363.48548,56490.42281,29225.17459
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2000,32643.66921,44757.53681,21410.13871
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2000,15838.37832,30712.87855,3102.083171
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2000,185515.7507,198354.9319,172445.4009
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2000,167352.4509,177020.5164,157334.8098
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2000,28095.59303,41222.46597,16827.46956
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2000,24605.31337,58710.19631,4650.398919
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2000,16741.56233,25003.99548,5242.296226
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2000,16741.56233,25003.99548,5242.296226
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2000,110805.6756,132492.9712,91019.04329
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2000,75007.15468,93579.38871,55757.30369
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,1999,186123.9455,233137.2331,142484.9501
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,1999,115623.8266,151550.8184,80508.89837
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,1999,70577.54063,102060.2686,44222.17996
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,1999,40477.08752,78023.29277,7925.31878
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,1999,737787.8052,766835.2877,709164.9762
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,1999,728644.406,757104.0529,699941.9858
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,1999,45435.57344,67025.82501,27424.84731
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,1999,64277.80225,150172.814,10614.90501
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,1999,40436.669,59746.33399,12623.61844
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,1999,40436.669,59746.33399,12623.61844
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,1999,354175.1895,411443.9986,292372.417
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,1999,186123.9455,233137.2331,142484.9501
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,1999,72260.04246,90603.92638,54770.01777
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,1999,40192.61502,53387.78039,26986.54806
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,1999,32095.26883,44087.06216,21555.4795
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,1999,15272.1966,29557.89763,3002.306981
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,1999,179209.8059,192405.0085,166923.7932
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,1999,161669.5351,171089.2092,151923.2561
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,1999,27177.02297,39659.86214,16549.04511
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,1999,23428.16334,55654.99073,4323.499397
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,1999,16209.31537,23945.15838,5028.043461
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,1999,16209.31537,23945.15838,5028.043461
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,1999,106802.175,128287.0065,87107.00601
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,1999,72260.04246,90603.92638,54770.01777
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2003,202838.775,253754.4975,155083.3069
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2003,131534.9636,172532.0535,93655.56797
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2003,71385.69692,103706.5608,44058.46223
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2003,43346.032,83691.02819,8457.152144
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2003,796250.9838,833116.866,761425.2435
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2003,786407.9021,823050.615,752216.0666
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2003,48376.83017,71440.95499,28846.30014
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2003,76038.21882,178859.2926,12665.58755
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2003,42894.79075,64354.37064,13194.44595
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2003,42894.79075,64354.37064,13194.44595
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2003,383454.851,444507.2294,319096.485
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2003,202838.775,253754.4975,155083.3069
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2003,81775.03977,101526.5742,62842.62042
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2003,48133.09853,63721.23478,33219.48444
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2003,33669.62787,46544.7401,22079.61452
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2003,17344.78257,33604.1588,3349.402255
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2003,201894.0899,216939.5014,186030.2517
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2003,182187.5626,193269.3009,170324.7554
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2003,30372.05112,44584.7965,18409.53198
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2003,29501.68625,69679.50163,5648.306894
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2003,18007.49294,26698.87198,5376.907919
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2003,18007.49294,26698.87198,5376.907919
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2003,121153.6641,143900.1798,99511.29398
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2003,81775.03977,101526.5742,62842.62042
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2014,252357.8131,311738.3846,191126.4773
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2014,195166.916,246333.3219,142244.678
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2014,57756.21794,89481.62665,33136.45582
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2014,51339.20623,97366.7682,9921.689975
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2014,965503.4089,1027944.878,903069.2714
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2014,952816.0496,1012944.141,893500.6561
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2014,58918.42104,88920.59989,34035.50409
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2014,108679.6255,248774.7907,18054.71
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2014,48105.82463,71209.74684,13996.88893
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2014,48105.82463,71209.74684,13996.88893
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2014,473512.4576,553784.7532,396041.6598
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2014,252357.8131,311738.3846,191126.4773
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2014,104952.8028,130119.0515,79733.02848
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2014,76068.72549,97535.1561,55053.77447
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2014,29167.35519,43443.67937,17413.04509
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2014,23117.2895,44553.52342,4553.595904
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2014,255532.1543,276098.9509,232992.9739
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2014,229163.2726,245016.4435,210093.8954
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2014,39003.95688,57581.12827,23881.81445
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2014,46185.94806,107865.9635,8908.2763
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2014,21987.82907,32704.37368,6187.960721
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2014,21987.82907,32704.37368,6187.960721
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2014,158848.2131,189660.008,129487.887
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2014,104952.8028,130119.0515,79733.02848
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2010,238261.5269,293076.5385,181015.6334
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2010,173621.0857,219575.0807,126620.7617
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2010,64640.44118,97848.70837,38287.27176
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2010,48778.11451,94252.83722,9459.811671
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2010,913191.839,958210.2027,867568.818
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2010,901486.5163,946510.4129,857323.7685
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2010,55498.68299,82088.62531,32135.37872
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2010,98724.92695,227317.3727,16794.75062
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2010,46667.28377,69701.66122,13640.09069
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2010,46667.28377,69701.66122,13640.09069
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2010,448464.0831,519986.4722,374940.2904
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2010,238261.5269,293076.5385,181015.6334
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2010,97312.17947,120000.3336,74813.74465
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2010,65919.64968,84061.34162,47132.01719
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2010,31392.52979,45644.10141,19583.62476
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2010,20977.42573,40720.11485,4176.771072
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2010,236776.8927,255907.4967,216005.2182
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2010,212730.8523,226831.9365,195172.4887
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2010,35991.46253,53083.78346,21644.67042
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2010,40693.99454,95312.88474,7800.712955
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2010,20609.28428,30846.40048,5846.932026
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2010,20609.28428,30846.40048,5846.932026
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2010,145797.6108,174035.8041,119109.2272
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2010,97312.17947,120000.3336,74813.74465
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2018,261775.7544,334290.084,190968.369
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2018,208165.8556,266971.8581,149117.4266
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2018,53582.78347,85130.4176,29111.57761
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2018,55419.47718,106637.4443,10754.93159
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2018,1043255.87,1144195.2,950805.7101
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2018,1029210.318,1128132.07,937784.4038
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2018,64227.81678,98299.00191,37840.07427
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2018,118486.3789,275404.0102,19763.98357
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2018,51161.54885,78376.26353,15053.10144
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2018,51161.54885,78376.26353,15053.10144
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2018,498721.4005,590811.2232,412351.4191
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2018,261775.7544,334290.084,190968.369
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2018,115299.5191,145472.6976,86923.04377
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2018,86029.39177,111477.255,62736.73957
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2018,29220.71425,45204.54202,16647.00775
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2018,25857.12387,49697.31622,5104.758696
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2018,278576.4912,307946.9279,251109.5699
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2018,247689.1386,268364.804,226046.4951
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2018,44916.75285,67856.71587,27317.6389
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2018,51795.94267,121478.4053,9729.51617
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2018,24132.03494,36267.29983,6942.965355
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2018,24132.03494,36267.29983,6942.965355
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2018,175671.6629,216099.6402,140786.1805
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2018,115299.5191,145472.6976,86923.04377
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2001,194327.4155,241112.0961,147160.5677
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2001,123114.1819,161221.7039,85552.95659
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2001,71144.44955,103389.8322,44420.32525
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2001,41658.22134,79536.32395,8117.168615
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2001,763641.6969,799815.7121,729826.0979
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2001,754200.9291,789369.477,719448.5257
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2001,46671.42387,69476.75587,28019.8237
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2001,68927.31589,161026.5349,11329.61719
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2001,41626.33786,61815.93765,13245.53194
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2001,41626.33786,61815.93765,13245.53194
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2001,367003.1822,427480.2509,305991.4117
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2001,194327.4155,241112.0961,147160.5677
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2001,77149.11685,96382.47249,58511.01866
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2001,44153.12778,58843.41303,30126.84709
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2001,32969.36328,45343.85233,21782.68667
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,2001,16301.46081,31662.51133,3157.370666
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,2001,190589.4655,204509.01,176312.066
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,2001,171934.6986,182086.8904,161287.3084
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,2001,28807.10168,42382.81827,17444.36857
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",High fasting plasma glucose,Number,2001,25874.93588,61226.58801,4867.988466
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Dietary risks,Number,2001,17153.10353,25449.1855,5303.836082
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Diet low in fruits,Number,2001,17153.10353,25449.1855,5303.836082
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Environmental/occupational risks,Number,2001,113981.398,136014.4585,93664.53906
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Particulate matter pollution,Number,2001,77149.11685,96382.47249,58511.01866
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,1997,179942.5321,224768.0341,135434.4943
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,1997,108421.6317,143672.7197,75368.84072
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,1997,71511.01174,101972.9316,46038.30443
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Residential radon,Number,1997,39340.27397,75939.30645,7708.239717
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Tobacco,Number,1997,711727.4916,738410.6744,685098.9843
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Smoking,Number,1997,702808.9442,729216.2563,676383.0602
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Secondhand smoke,Number,1997,44538.30415,65782.66565,26738.47725
